Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
17,17,2009-11-28,24-333,CLE,,DAL,W (+16),1,36:21,10,20,.500,0,2,.000,5,7,.714,0,5,5,12,0,0,1,2,25,22.3,+8
18,18,2009-12-02,24-337,CLE,,PHO,W (+17),1,34:37,6,15,.400,0,3,.000,0,0,,1,7,8,10,1,1,3,0,12,12.4,+19
19,19,2009-12-04,24-339,CLE,,CHI,W (+14),1,34:12,8,17,.471,1,3,.333,6,10,.600,0,6,6,11,0,0,1,1,23,20.8,+19
20,20,2009-12-06,24-341,CLE,@,MIL,W (+15),1,32:18,4,10,.400,0,0,,6,7,.857,1,4,5,10,1,1,5,2,14,13.0,+8
21,21,2009-12-08,24-343,CLE,@,MEM,L (-2),1,44:47,14,29,.483,4,11,.364,11,12,.917,4,9,13,6,0,1,5,2,43,32.5,+6
22,22,2009-12-09,24-344,CLE,@,HOU,L (-10),1,39:40,8,21,.381,2,4,.500,9,10,.900,1,5,6,7,1,1,5,2,27,18.1,-13
23,23,2009-12-11,24-346,CLE,,POR,W (+5),1,37:36,14,24,.583,1,2,.500,4,6,.667,1,6,7,7,1,2,4,1,33,26.4,+8
24,24,2009-12-13,24-348,CLE,@,OKC,W (+13),1,38:35,16,29,.552,5,8,.625,7,10,.700,0,7,7,6,4,1,1,1,44,38.5,+13
25,25,2009-12-15,24-350,CLE,,NJN,W (+10),1,40:28,9,19,.474,1,5,.200,4,6,.667,1,5,6,7,2,0,6,3,23,14.4,+7
26,26,2009-12-16,24-351,CLE,@,PHI,W (+7),1,40:17,12,26,.462,3,6,.500,9,11,.818,1,5,6,7,3,1,3,2,36,28.8,+10
27,27,2009-12-18,24-353,CLE,,MIL,W (+3),1,38:22,6,13,.462,2,4,.500,12,14,.857,1,9,10,8,0,3,6,1,26,23.2,+3
28,28,2009-12-20,24-355,CLE,@,DAL,L (-7),1,43:05,9,23,.391,2,6,.333,5,7,.714,0,3,3,6,2,2,2,3,25,17.0,-5
29,29,2009-12-21,24-356,CLE,@,PHO,W (+18),1,38:26,11,21,.524,1,3,.333,6,6,1.000,1,5,6,4,2,0,3,3,29,21.5,+26
30,30,2009-12-23,24-358,CLE,@,SAC,W (+13),1,43:41,14,30,.467,1,4,.250,5,7,.714,4,12,16,10,0,0,2,1,34,28.8,+26
31,31,2009-12-25,24-360,CLE,@,LAL,W (+15),1,40:44,9,19,.474,2,7,.286,6,11,.545,0,4,4,9,2,1,7,3,26,16.3,+8
32,32,2009-12-27,24-362,CLE,,HOU,W (+25),1,29:26,12,20,.600,2,5,.400,3,4,.750,2,3,5,6,3,1,1,0,29,28.6,+16
33,33,2009-12-29,24-364,CLE,@,ATL,W (+11),1,39:36,6,20,.300,0,5,.000,2,3,.667,1,7,8,10,5,1,4,2,14,12.7,+6
34,34,2009-12-30,25-000,CLE,,ATL,W (+5),1,43:12,15,23,.652,4,6,.667,14,16,.875,3,7,10,6,2,2,3,3,48,44.7,+7
35,35,2010-01-02,25-003,CLE,@,NJN,W (+8),1,36:27,7,16,.438,1,4,.250,13,15,.867,1,8,9,7,1,2,1,0,28,28.2,+10
36,36,2010-01-03,25-004,CLE,,CHA,L (-3),1,42:51,13,21,.619,2,6,.333,1,2,.500,0,7,7,6,1,1,1,3,29,24.9,-2
37,37,2010-01-06,25-007,CLE,,WAS,W (+23),1,30:50,7,12,.583,1,4,.250,8,11,.727,2,5,7,8,1,2,1,0,23,26.1,+16
38,38,2010-01-08,25-009,CLE,@,DEN,L (-2),1,41:18,12,28,.429,2,8,.250,9,13,.692,2,4,6,7,1,0,8,1,35,18.7,+6
39,39,2010-01-10,25-011,CLE,@,POR,W (+12),1,45:16,13,19,.684,3,4,.750,12,14,.857,0,10,10,8,0,1,3,1,41,38.0,+16
40,40,2010-01-11,25-012,CLE,@,GSW,W (+3),1,41:37,12,23,.522,1,4,.250,12,14,.857,1,7,8,11,2,4,2,1,37,37.8,+12
41,41,2010-01-14,25-015,CLE,@,UTA,L (-1),1,40:25,12,20,.600,4,6,.667,8,12,.667,1,8,9,6,5,1,5,1,36,32.8,+7
42,42,2010-01-16,25-017,CLE,@,LAC,W (+1),1,38:54,12,20,.600,3,6,.500,5,7,.714,2,2,4,4,2,1,5,3,32,23.3,-1
43,43,2010-01-19,25-020,CLE,,TOR,W (+8),1,41:01,8,18,.444,0,7,.000,12,14,.857,0,9,9,11,3,3,3,1,28,29.9,+12
44,44,2010-01-21,25-022,CLE,,LAL,W (+6),1,40:24,13,25,.520,1,9,.111,10,13,.769,0,5,5,9,2,1,4,3,37,28.8,+5
45,45,2010-01-23,25-024,CLE,,OKC,W (+1),1,42:38,9,19,.474,6,10,.600,13,19,.684,0,9,9,12,1,1,6,2,37,30.9,-1
46,46,2010-01-25,25-026,CLE,@,MIA,W (+1),1,38:31,9,23,.391,2,9,.222,12,17,.706,0,9,9,4,1,0,4,3,32,18.8,+1
47,47,2010-01-27,25-028,CLE,,MIN,W (+14),1,30:33,3,8,.375,1,3,.333,5,6,.833,0,6,6,11,1,1,3,1,12,15.0,+16
48,48,2010-01-29,25-030,CLE,@,IND,W (+21),1,35:39,6,18,.333,0,4,.000,10,17,.588,0,9,9,13,2,4,5,2,22,19.8,+22
49,49,2010-01-31,25-032,CLE,,LAC,W (+25),1,39:55,10,20,.500,5,6,.833,7,8,.875,1,2,3,11,1,0,1,1,32,30.2,+15
50,50,2010-02-02,25-034,CLE,,MEM,W (+16),1,37:07,7,14,.500,1,4,.250,7,7,1.000,1,5,6,15,1,1,4,2,22,24.6,+19
51,51,2010-02-04,25-036,CLE,,MIA,W (+16),1,40:06,9,16,.563,1,4,.250,17,21,.810,2,5,7,8,2,0,4,1,36,32.9,+20
52,52,2010-02-06,25-038,CLE,,NYK,W (+7),1,43:51,17,31,.548,6,12,.500,7,7,1.000,1,7,8,8,5,0,5,2,47,39.7,+4
53,53,2010-02-09,25-041,CLE,,NJN,W (+7),1,42:21,13,21,.619,1,4,.250,5,9,.556,0,3,3,11,1,0,3,0,32,27.5,-2
54,54,2010-02-11,25-043,CLE,,ORL,W (+9),1,45:05,10,21,.476,2,6,.333,10,12,.833,1,7,8,13,2,0,3,2,32,30.6,+16
55,55,2010-02-18,25-050,CLE,,DEN,L (-2),1,47:00,15,33,.455,1,9,.111,12,17,.706,1,12,13,15,2,4,3,1,43,40.1,-5
56,56,2010-02-19,25-051,CLE,@,CHA,L (-17),1,35:30,6,14,.429,2,6,.333,8,10,.800,1,2,3,9,4,0,2,2,22,22.6,-2
57,57,2010-02-21,25-053,CLE,@,ORL,L (-6),1,39:23,12,25,.480,1,6,.167,8,12,.667,0,9,9,6,2,1,5,0,33,23.3,-9
58,58,2010-02-23,25-055,CLE,,NOH,W (+10),1,44:07,7,16,.438,2,6,.333,4,4,1.000,1,4,5,13,2,0,0,0,20,24.6,+17
59,59,2010-02-25,25-057,CLE,@,BOS,W (+20),1,35:57,11,23,.478,3,6,.500,11,15,.733,1,6,7,9,0,0,2,2,36,28.7,+9
60,60,2010-02-26,25-058,CLE,@,TOR,W (+8),1,44:24,10,17,.588,1,4,.250,15,16,.938,0,6,6,9,2,0,1,2,36,36.0,+8
61,61,2010-03-01,25-061,CLE,,NYK,W (+31),1,31:14,9,17,.529,1,4,.250,3,5,.600,0,7,7,7,2,2,3,0,22,20.3,+39
62,62,2010-03-03,25-063,CLE,@,NJN,W (+19),1,40:41,10,18,.556,0,4,.000,6,7,.857,2,5,7,14,3,1,3,1,26,30.0,+18
63,63,2010-03-05,25-065,CLE,,DET,W (+7),1,41:52,16,27,.593,3,7,.429,5,6,.833,2,11,13,6,3,2,4,1,40,36.0,+12
64,,2010-03-06,25-066,CLE,@,MIL,L (-7),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
65,,2010-03-08,25-068,CLE,,SAS,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
66,64,2010-03-12,25-072,CLE,@,PHI,W (+5),1,42:06,7,18,.389,3,10,.300,6,12,.500,0,6,6,10,1,3,1,2,23,20.9,+2
67,65,2010-03-14,25-074,CLE,,BOS,W (+11),1,38:52,9,21,.429,1,3,.333,11,16,.688,3,5,8,7,2,3,2,2,30,26.7,+3
68,66,2010-03-16,25-076,CLE,@,DET,W (+12),1,43:07,10,22,.455,1,3,.333,8,11,.727,2,10,12,12,1,1,4,0,29,26.9,+13
69,67,2010-03-17,25-077,CLE,,IND,W (+5),1,38:43,11,24,.458,2,4,.500,8,10,.800,1,8,9,9,3,2,6,2,32,25.8,+14
70,68,2010-03-19,25-079,CLE,@,CHI,W (+7),1,37:31,9,21,.429,0,3,.000,11,12,.917,1,10,11,7,2,2,5,1,29,24.1,+5
71,69,2010-03-21,25-081,CLE,,DET,W (+25),1,30:48,5,9,.556,2,3,.667,3,3,1.000,0,3,3,7,0,1,0,0,15,17.2,+17
72,70,2010-03-24,25-084,CLE,@,NOH,W (+13),1,40:45,15,22,.682,1,5,.200,7,8,.875,2,4,6,9,1,0,3,2,38,34.3,+9
73,71,2010-03-26,25-086,CLE,@,SAS,L (-5),1,39:18,11,21,.524,1,6,.167,4,7,.571,0,5,5,10,2,0,5,2,27,20.2,-5
74,72,2010-03-28,25-088,CLE,,SAC,W (+7),1,39:05,13,22,.591,3,6,.500,5,6,.833,1,6,7,8,3,0,3,2,34,30.7,+8
75,73,2010-03-31,25-091,CLE,,MIL,W (+3),1,39:05,7,17,.412,0,1,.000,9,13,.692,1,8,9,7,1,1,4,2,23,17.2,+10
76,74,2010-04-02,25-093,CLE,,ATL,W (+5),1,38:22,11,20,.550,1,3,.333,4,7,.571,0,13,13,6,2,0,2,1,27,23.9,+11
77,75,2010-04-04,25-095,CLE,@,BOS,L (-4),1,44:32,14,31,.452,0,9,.000,14,22,.636,1,6,7,9,1,1,3,0,42,30.2,-1
78,76,2010-04-06,25-097,CLE,,TOR,W (+12),1,35:34,5,13,.385,0,2,.000,9,10,.900,0,6,6,13,0,1,4,1,19,18.7,+19
79,,2010-04-08,25-099,CLE,@,CHI,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,,2010-04-09,25-100,CLE,,IND,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
81,,2010-04-11,25-102,CLE,,ORL,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,,2010-04-14,25-105,CLE,@,ATL,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
