Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
28,28,2003-12-23,18-358,CLE,,NOH,W (+11),1,39:10,7,22,.318,1,6,.167,7,8,.875,2,4,6,2,6,1,5,1,22,14.3,+9
29,29,2003-12-25,18-360,CLE,@,ORL,L (-12),1,47:06,13,28,.464,4,10,.400,4,5,.800,1,1,2,6,2,1,8,0,34,19.1,-9
30,30,2003-12-26,18-361,CLE,,CHI,L (-7),1,34:20,7,24,.292,1,4,.250,3,4,.750,1,2,3,4,1,2,5,0,18,5.1,-12
31,31,2003-12-28,18-363,CLE,,POR,W (+12),1,39:05,15,23,.652,0,2,.000,2,2,1.000,3,7,10,9,3,0,5,1,32,30.0,+11
32,32,2003-12-30,19-000,CLE,,IND,L (-3),1,38:07,9,20,.450,0,4,.000,4,6,.667,2,8,10,4,0,0,4,2,22,12.6,-2
33,33,2004-01-02,19-003,CLE,@,NJN,L (-15),1,36:04,6,19,.316,0,4,.000,2,4,.500,1,3,4,9,1,0,3,2,14,7.4,-14
34,34,2004-01-06,19-007,CLE,,NYK,W (+11),1,41:25,6,17,.353,0,2,.000,2,2,1.000,0,4,4,10,1,1,4,1,14,10.0,+10
35,35,2004-01-07,19-008,CLE,@,TOR,L (-6),1,38:14,10,23,.435,0,3,.000,1,2,.500,0,2,2,5,0,0,2,3,21,9.4,-2
36,36,2004-01-09,19-010,CLE,@,BOS,L (-25),1,42:13,7,19,.368,0,3,.000,5,7,.714,0,3,3,6,3,0,5,1,19,10.4,-30
37,37,2004-01-12,19-013,CLE,@,LAL,L (-10),1,36:26,6,20,.300,0,3,.000,4,5,.800,1,4,5,7,1,1,6,3,16,5.3,+3
38,38,2004-01-13,19-014,CLE,@,SEA,W (+8),1,43:54,11,26,.423,0,1,.000,5,6,.833,4,5,9,9,2,0,4,2,27,20.6,+11
39,39,2004-01-15,19-016,CLE,@,GSW,L (-17),1,43:25,8,21,.381,2,5,.400,11,13,.846,2,4,6,6,3,0,2,0,29,24.5,-14
40,40,2004-01-17,19-018,CLE,@,UTA,W (+6),1,44:25,12,28,.429,2,4,.500,3,5,.600,1,6,7,2,2,1,4,2,29,15.2,+8
41,,2004-01-20,19-021,CLE,,SEA,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
42,,2004-01-22,19-023,CLE,,SAC,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,,2004-01-24,19-025,CLE,,PHI,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,41,2004-01-26,19-027,CLE,,ORL,W (+1),1,29:58,7,19,.368,1,2,.500,1,2,.500,0,5,5,3,0,2,3,4,16,5.5,-10
45,42,2004-01-28,19-029,CLE,,MIA,W (+1),1,44:24,10,25,.400,0,1,.000,7,10,.700,0,5,5,4,2,1,1,1,27,17.9,+2
46,43,2004-01-30,19-031,CLE,@,MIL,L (-6),1,37:17,7,25,.280,1,6,.167,5,8,.625,2,6,8,3,1,0,5,5,20,3.4,+3
47,44,2004-02-01,19-033,CLE,@,WAS,W (+4),1,43:24,14,27,.519,1,2,.500,9,11,.818,3,3,6,4,0,2,6,4,38,23.5,0
48,45,2004-02-03,19-035,CLE,@,DET,W (+3),1,38:11,5,19,.263,0,1,.000,2,2,1.000,1,3,4,6,2,0,1,2,12,6.7,-1
49,46,2004-02-04,19-036,CLE,,LAL,L (-5),1,43:05,12,26,.462,4,4,1.000,4,5,.800,0,4,4,4,0,0,0,0,32,22.2,-2
50,47,2004-02-06,19-038,CLE,@,MIN,L (-11),1,44:35,6,18,.333,1,3,.333,1,4,.250,1,8,9,5,0,0,3,2,14,5.4,-16
51,48,2004-02-07,19-039,CLE,,WAS,L (-18),1,34:04,6,16,.375,0,0,,2,2,1.000,0,0,0,6,4,1,3,2,14,10.3,-24
52,49,2004-02-09,19-041,CLE,,BOS,W (+8),1,43:18,9,25,.360,1,6,.167,5,6,.833,0,6,6,3,2,1,1,3,24,14.1,+19
53,50,2004-02-11,19-043,CLE,,NJN,L (-20),1,29:32,2,13,.154,0,1,.000,5,5,1.000,1,1,2,5,1,0,5,0,9,1.2,-12
54,51,2004-02-18,19-050,CLE,,DAL,L (-16),1,33:39,6,12,.500,0,0,,4,4,1.000,2,2,4,9,0,1,5,2,16,13.2,-15
55,52,2004-02-20,19-052,CLE,,SAS,W (+2),1,39:37,14,23,.609,0,0,,4,4,1.000,2,9,11,2,2,1,2,0,32,27.7,+3
56,53,2004-02-22,19-054,CLE,@,NYK,W (+6),1,43:47,7,20,.350,0,0,,8,12,.667,1,4,5,3,1,0,1,2,22,12.4,+11
57,54,2004-02-23,19-055,CLE,,NOH,W (+4),1,36:36,7,16,.438,1,5,.200,6,6,1.000,0,4,4,6,2,5,1,3,21,21.3,+4
58,55,2004-02-25,19-057,CLE,@,HOU,L (-6),1,38:38,5,18,.278,0,2,.000,1,3,.333,2,5,7,5,2,1,2,1,11,6.3,-5
59,56,2004-02-27,19-059,CLE,@,ORL,W (+5),1,49:13,11,19,.579,1,1,1.000,7,8,.875,1,10,11,3,3,1,5,1,30,24.8,+7
60,57,2004-03-01,19-062,CLE,@,CHI,L (-11),1,40:48,7,17,.412,0,2,.000,4,6,.667,0,3,3,3,4,1,3,2,18,12.0,-4
61,58,2004-03-03,19-064,CLE,,ATL,W (+32),1,27:36,9,17,.529,1,2,.500,5,6,.833,1,6,7,3,1,1,1,0,24,20.6,+22
62,59,2004-03-05,19-066,CLE,@,NOH,W (+3),1,37:47,7,17,.412,2,2,1.000,3,4,.750,2,4,6,4,2,0,4,5,19,10.9,+1
63,60,2004-03-06,19-067,CLE,,MIL,W (+9),1,42:42,11,24,.458,0,3,.000,2,3,.667,2,5,7,10,4,1,2,3,24,22.6,+9
64,61,2004-03-08,19-069,CLE,@,ATL,W (+6),1,45:06,11,23,.478,1,4,.250,11,13,.846,2,4,6,7,1,0,2,1,34,27.6,+11
65,62,2004-03-10,19-071,CLE,@,TOR,W (+14),1,33:46,4,13,.308,0,0,,6,7,.857,1,2,3,4,1,0,2,2,14,8.4,+16
66,63,2004-03-14,19-075,CLE,,IND,W (+3),1,44:09,12,22,.545,0,2,.000,2,4,.500,0,3,3,4,3,1,4,3,26,16.8,+5
67,64,2004-03-16,19-077,CLE,,CHI,W (+24),1,32:08,5,16,.313,2,3,.667,5,8,.625,3,2,5,8,0,5,4,1,17,14.0,+24
68,65,2004-03-19,19-080,CLE,,UTA,L (-9),1,34:16,4,14,.286,0,2,.000,6,10,.600,0,0,0,7,2,1,2,3,14,8.6,-2
69,66,2004-03-21,19-082,CLE,,DET,L (-20),1,36:45,5,17,.294,1,4,.250,4,5,.800,2,5,7,3,0,2,4,4,15,5.5,-21
70,67,2004-03-23,19-084,CLE,,PHO,L (-17),1,40:58,8,21,.381,2,5,.400,7,9,.778,1,1,2,6,3,1,5,0,25,16.6,-12
71,68,2004-03-26,19-087,CLE,@,PHI,L (-15),1,32:46,5,13,.385,1,2,.500,5,9,.556,2,1,3,7,0,1,5,1,16,9.2,-24
72,69,2004-03-27,19-088,CLE,,NJN,W (+3),1,43:48,15,29,.517,1,2,.500,10,10,1.000,2,4,6,13,3,0,2,1,41,39.0,+10
73,70,2004-03-29,19-090,CLE,@,SAS,L (-8),1,31:40,9,20,.450,0,1,.000,0,0,,0,2,2,4,0,1,2,0,18,9.7,-14
74,71,2004-03-30,19-091,CLE,@,DAL,L (-17),1,42:05,13,22,.591,0,2,.000,2,4,.500,1,4,5,6,4,0,3,2,28,23.3,-10
75,72,2004-04-02,19-094,CLE,@,MIL,L (-18),1,36:38,9,19,.474,0,0,,2,2,1.000,0,7,7,7,5,0,5,3,20,16.1,-13
76,73,2004-04-03,19-095,CLE,,GSW,L (-3),1,46:15,12,28,.429,3,5,.600,7,11,.636,3,5,8,10,1,1,3,1,34,26.5,-3
77,74,2004-04-06,19-098,CLE,,TOR,L (-1),1,46:00,5,17,.294,0,0,,11,14,.786,1,5,6,4,3,0,3,2,21,14.1,+2
78,75,2004-04-07,19-099,CLE,@,MEM,L (-18),1,36:35,4,11,.364,0,0,,6,7,.857,0,3,3,5,3,0,2,4,14,11.3,-11
79,76,2004-04-09,19-101,CLE,@,MIA,L (-15),1,42:13,6,14,.429,1,1,1.000,11,15,.733,1,6,7,8,1,0,8,2,24,15.3,-16
80,77,2004-04-10,19-102,CLE,,MIA,W (+11),1,31:38,4,11,.364,0,2,.000,2,5,.400,1,2,3,11,0,0,2,3,10,8.5,+14
81,78,2004-04-12,19-104,CLE,,MIL,W (+4),1,45:18,9,20,.450,1,4,.250,8,11,.727,1,6,7,9,2,0,1,1,27,24.8,+11
82,79,2004-04-14,19-106,CLE,@,NYK,W (+10),1,35:05,8,17,.471,0,3,.000,1,1,1.000,0,1,1,5,3,0,5,1,17,9.7,-6
