Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
23,23,2004-12-16,19-352,CLE,@,DET,L (-12),1,45:04,4,21,.190,0,2,.000,3,5,.600,1,8,9,7,4,1,3,2,11,6.0,-8
24,24,2004-12-18,19-354,CLE,,BOS,L (-7),1,40:32,12,25,.480,3,5,.600,4,8,.500,1,4,5,4,3,1,4,6,31,18.7,-1
25,25,2004-12-21,19-357,CLE,,MIN,W (+10),1,43:11,10,18,.556,0,1,.000,6,8,.750,0,6,6,12,1,0,2,2,26,25.0,+13
26,26,2004-12-22,19-358,CLE,@,NJN,L (-2),1,42:38,7,18,.389,1,1,1.000,8,10,.800,1,8,9,9,1,0,4,2,23,18.0,-3
27,27,2004-12-26,19-362,CLE,,NOH,W (+9),1,44:40,7,16,.438,0,1,.000,8,9,.889,1,8,9,14,4,1,5,2,22,25.0,+8
28,28,2004-12-28,19-364,CLE,@,ATL,W (+9),1,46:20,13,25,.520,3,5,.600,11,14,.786,1,8,9,7,1,0,1,2,40,33.7,+8
29,29,2004-12-29,19-365,CLE,,HOU,L (-11),1,17:23,0,5,.000,0,1,.000,3,5,.600,0,3,3,5,0,0,0,0,3,3.1,-10
30,30,2005-01-03,20-004,CLE,@,CHA,W (+11),1,40:18,11,19,.579,0,3,.000,4,6,.667,2,6,8,6,2,0,1,3,26,23.5,+14
31,31,2005-01-05,20-006,CLE,,ATL,W (+16),1,39:39,7,14,.500,2,5,.400,4,6,.667,1,5,6,9,1,1,2,4,20,18.8,+10
32,32,2005-01-08,20-009,CLE,,NYK,W (+25),1,32:42,10,14,.714,0,0,,2,2,1.000,1,2,3,4,0,2,8,2,22,12.9,+5
33,33,2005-01-11,20-012,CLE,,CHA,W (+2),1,49:02,11,24,.458,2,5,.400,5,7,.714,1,7,8,9,2,1,8,1,29,19.2,+7
34,34,2005-01-13,20-014,CLE,@,LAL,L (-4),1,44:20,12,26,.462,1,4,.250,3,4,.750,3,10,13,9,1,1,4,1,28,22.9,-1
35,35,2005-01-15,20-016,CLE,@,UTA,W (+13),1,41:18,9,20,.450,0,1,.000,9,14,.643,1,7,8,5,5,0,3,2,27,22.1,+11
36,36,2005-01-16,20-017,CLE,@,SEA,L (-8),1,44:09,14,30,.467,3,7,.429,4,6,.667,2,3,5,11,4,1,1,4,35,30.9,-7
37,37,2005-01-19,20-020,CLE,@,POR,W (+6),1,43:47,11,16,.688,1,1,1.000,4,6,.667,1,10,11,10,4,0,2,4,27,30.5,0
38,38,2005-01-20,20-021,CLE,@,SAC,L (-27),1,36:37,9,19,.474,0,1,.000,0,1,.000,1,7,8,6,1,0,3,0,18,12.9,-24
39,39,2005-01-22,20-023,CLE,@,GSW,W (+18),1,43:15,13,24,.542,0,1,.000,2,2,1.000,1,11,12,10,1,1,3,1,28,25.7,+19
40,40,2005-01-24,20-025,CLE,,WAS,L (-9),1,48:00,12,26,.462,1,1,1.000,6,10,.600,4,6,10,8,2,1,5,3,31,22.7,-9
41,41,2005-01-26,20-027,CLE,,MEM,W (+3),1,41:47,10,16,.625,4,6,.667,3,4,.750,1,8,9,15,3,2,5,1,27,32.0,+7
42,,2005-01-28,20-029,CLE,@,NYK,L (-3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
43,,2005-01-30,20-031,CLE,,MIL,W (+17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
44,42,2005-02-01,20-033,CLE,@,ORL,L (-3),1,43:20,10,20,.500,0,3,.000,8,13,.615,2,3,5,7,0,1,3,2,28,20.1,-3
45,43,2005-02-03,20-035,CLE,@,MIA,L (-12),1,45:57,11,23,.478,1,3,.333,8,12,.667,2,0,2,10,3,0,2,2,31,26.3,-8
46,44,2005-02-05,20-037,CLE,,ORL,W (+9),1,45:36,9,21,.429,0,3,.000,12,13,.923,0,6,6,9,2,0,1,2,30,26.8,+10
47,45,2005-02-08,20-040,CLE,,TOR,W (+13),1,36:10,6,14,.429,0,3,.000,3,4,.750,1,7,8,11,3,0,2,1,15,18.3,+15
48,46,2005-02-11,20-043,CLE,,DEN,L (-5),1,43:05,12,29,.414,1,6,.167,10,12,.833,2,4,6,6,1,0,4,2,35,21.7,-13
49,47,2005-02-13,20-045,CLE,,LAL,W (+14),1,45:42,8,20,.400,0,0,,9,10,.900,2,6,8,9,3,1,3,3,25,22.8,+9
50,48,2005-02-16,20-048,CLE,,ATL,W (+22),1,37:00,11,20,.550,2,2,1.000,4,5,.800,0,5,5,6,3,0,3,0,28,23.7,+27
51,49,2005-02-17,20-049,CLE,@,MIN,L (-6),1,41:02,10,19,.526,1,2,.500,5,6,.833,2,5,7,8,1,0,2,0,26,23.8,-1
52,50,2005-02-23,20-055,CLE,,CHI,W (+9),1,44:19,8,17,.471,1,1,1.000,10,15,.667,1,5,6,11,5,0,3,2,27,27.4,+7
53,51,2005-02-25,20-057,CLE,@,IND,L (-24),1,40:29,9,25,.360,0,1,.000,3,4,.750,3,4,7,5,2,1,2,0,21,14.2,-11
54,52,2005-02-27,20-059,CLE,@,NJN,L (-6),1,45:05,9,20,.450,1,2,.500,9,10,.900,1,3,4,7,2,0,5,4,28,19.1,-10
55,53,2005-02-28,20-060,CLE,,SAS,L (-2),1,44:41,6,22,.273,1,4,.250,7,10,.700,1,7,8,7,0,0,2,3,20,10.3,+2
56,54,2005-03-02,20-062,CLE,,SEA,L (-17),1,40:51,11,20,.550,5,7,.714,5,8,.625,0,5,5,5,0,0,4,2,32,21.4,-7
57,55,2005-03-04,20-064,CLE,@,PHI,L (-9),1,39:57,12,21,.571,0,1,.000,10,12,.833,1,6,7,7,4,0,6,1,34,28.3,-10
58,56,2005-03-06,20-066,CLE,,MIA,L (-20),1,40:14,9,19,.474,0,1,.000,5,7,.714,0,4,4,5,2,0,1,1,23,17.8,-17
59,57,2005-03-08,20-068,CLE,,ORL,W (+19),1,40:37,9,22,.409,2,6,.333,3,4,.750,0,7,7,8,1,1,1,3,23,18.0,+18
60,58,2005-03-13,20-073,CLE,,IND,W (+12),1,42:51,12,23,.522,1,5,.200,10,11,.909,2,3,5,5,1,0,4,1,35,25.7,+12
61,59,2005-03-15,20-075,CLE,,UTA,W (+19),1,34:11,11,15,.733,2,5,.400,12,16,.750,2,7,9,2,0,1,1,1,36,32.5,+22
62,60,2005-03-16,20-076,CLE,@,MIL,L (-8),1,45:07,13,26,.500,4,9,.444,4,7,.571,1,6,7,6,1,0,5,0,34,22.5,-14
63,61,2005-03-18,20-078,CLE,,PHI,L (-12),1,46:00,3,20,.150,0,4,.000,10,12,.833,0,8,8,8,4,0,4,0,16,10.4,-8
64,62,2005-03-20,20-080,CLE,@,TOR,L (-7),1,48:00,18,36,.500,6,12,.500,14,15,.933,2,8,10,5,2,0,4,0,56,42.9,-7
65,63,2005-03-22,20-082,CLE,,DET,W (+15),1,42:56,11,24,.458,2,7,.286,5,8,.625,1,5,6,6,1,0,0,1,29,22.4,+21
66,64,2005-03-24,20-084,CLE,@,HOU,L (-19),1,41:47,7,22,.318,1,4,.250,4,7,.571,0,4,4,8,1,0,2,1,19,10.6,-17
67,65,2005-03-26,20-086,CLE,@,DAL,L (-31),1,35:39,7,17,.412,0,2,.000,5,6,.833,1,3,4,6,0,0,3,1,19,11.9,-24
68,66,2005-03-28,20-088,CLE,@,NOH,W (+1),1,53:00,16,29,.552,3,10,.300,9,11,.818,2,4,6,3,4,0,10,3,44,26.8,+1
69,67,2005-03-29,20-089,CLE,,LAC,W (+10),1,40:47,7,20,.350,2,8,.250,6,7,.857,0,7,7,5,2,1,1,0,22,17.7,+11
70,68,2005-03-31,20-091,CLE,@,CHI,L (-12),1,53:00,10,28,.357,1,4,.250,5,11,.455,4,2,6,7,4,2,3,5,26,16.7,-12
71,69,2005-04-01,20-092,CLE,,SAC,L (-19),1,44:09,13,21,.619,2,4,.500,7,10,.700,0,8,8,9,2,0,7,2,35,27.2,-15
72,70,2005-04-03,20-094,CLE,,DAL,W (+20),1,48:00,10,23,.435,4,8,.500,13,13,1.000,2,8,10,7,2,1,6,3,37,29.1,+20
73,71,2005-04-05,20-096,CLE,,NJN,L (-31),1,39:50,9,19,.474,3,6,.500,3,6,.500,2,7,9,4,2,2,6,2,24,16.0,-21
74,72,2005-04-06,20-097,CLE,@,IND,L (-21),1,33:17,9,18,.500,0,3,.000,2,4,.500,2,2,4,3,1,0,2,2,20,12.5,-15
75,73,2005-04-08,20-099,CLE,@,PHI,L (-5),1,48:00,12,30,.400,2,6,.333,11,11,1.000,4,9,13,7,5,0,5,1,37,30.8,-5
76,74,2005-04-09,20-100,CLE,,MIL,W (+17),1,46:35,15,26,.577,7,13,.538,3,3,1.000,1,9,10,10,2,1,3,2,40,37.1,+13
77,75,2005-04-11,20-102,CLE,@,ORL,W (+8),1,48:00,12,23,.522,1,6,.167,8,10,.800,1,6,7,6,5,1,2,4,33,29.7,+8
78,76,2005-04-14,20-105,CLE,,NYK,L (-6),1,41:31,7,25,.280,4,13,.308,9,14,.643,1,17,18,7,2,2,4,3,27,19.2,+1
79,77,2005-04-15,20-106,CLE,@,WAS,L (-8),1,48:00,16,33,.485,1,6,.167,5,8,.625,2,4,6,6,1,0,1,3,38,25.7,-8
80,78,2005-04-17,20-108,CLE,@,DET,L (-3),1,45:12,12,35,.343,2,7,.286,11,14,.786,3,8,11,6,0,1,1,0,37,24.5,-6
81,79,2005-04-19,20-110,CLE,,BOS,W (+14),1,46:06,13,27,.481,2,3,.667,4,5,.800,1,7,8,6,5,0,3,3,32,25.7,+13
82,80,2005-04-20,20-111,CLE,@,TOR,W (+9),1,48:00,10,23,.435,2,8,.250,5,10,.500,2,12,14,14,0,1,2,1,27,26.0,+9
