Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
36,31,2008-01-09,23-010,CLE,@,ATL,L (-9),1,43:23,13,22,.591,0,4,.000,5,9,.556,3,7,10,6,3,1,3,3,31,27.1,-7
37,32,2008-01-11,23-012,CLE,,CHA,W (+7),1,49:36,10,20,.500,2,7,.286,9,15,.600,5,14,19,8,4,3,8,3,31,28.8,-2
38,33,2008-01-15,23-016,CLE,@,MEM,W (+8),1,47:10,18,28,.643,6,12,.500,9,16,.563,3,5,8,9,3,1,4,1,51,45.0,+10
39,34,2008-01-17,23-018,CLE,@,SAS,W (+2),1,38:54,9,24,.375,1,5,.200,8,12,.667,3,6,9,7,0,2,3,1,27,19.0,-11
40,35,2008-01-21,23-022,CLE,@,MIA,W (+7),1,39:40,11,26,.423,1,4,.250,5,5,1.000,1,2,3,5,4,1,5,4,28,17.1,+12
41,36,2008-01-23,23-024,CLE,,WAS,W (+36),1,31:08,7,13,.538,1,3,.333,8,9,.889,2,6,8,8,2,1,0,2,23,27.0,+31
42,37,2008-01-25,23-026,CLE,,PHO,L (-2),1,39:26,14,30,.467,0,1,.000,8,10,.800,2,5,7,5,2,0,1,3,36,26.0,-12
43,38,2008-01-27,23-028,CLE,@,LAL,W (+3),1,44:08,16,32,.500,1,5,.200,8,12,.667,3,6,9,4,2,0,5,4,41,25.5,-3
44,39,2008-01-30,23-031,CLE,@,POR,W (+1),1,43:53,13,29,.448,3,6,.500,8,12,.667,2,12,14,4,2,2,4,3,37,26.3,+3
45,,2008-01-31,23-032,CLE,@,SEA,L (-6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,40,2008-02-02,23-034,CLE,,LAC,W (+14),1,43:48,8,19,.421,1,4,.250,11,16,.688,0,11,11,7,2,1,3,2,28,23.0,+15
47,41,2008-02-05,23-037,CLE,,BOS,W (+1),1,42:24,11,21,.524,4,8,.500,7,10,.700,1,8,9,12,5,2,7,5,33,30.4,+12
48,42,2008-02-07,23-039,CLE,@,HOU,L (-15),1,41:13,12,23,.522,2,5,.400,6,11,.545,1,6,7,6,2,2,3,0,32,25.8,-11
49,43,2008-02-08,23-040,CLE,@,ATL,W (+5),1,44:00,11,24,.458,0,3,.000,4,4,1.000,4,7,11,7,2,1,1,2,26,24.3,+5
50,44,2008-02-10,23-042,CLE,,DEN,L (-30),1,32:36,11,23,.478,2,5,.400,6,6,1.000,1,4,5,3,2,0,5,1,30,18.9,-25
51,45,2008-02-11,23-043,CLE,@,ORL,W (+7),1,43:51,8,15,.533,1,2,.500,12,15,.800,1,6,7,10,3,1,5,3,29,27.5,+10
52,46,2008-02-13,23-045,CLE,,SAS,L (-7),1,42:44,17,31,.548,1,5,.200,4,7,.571,2,4,6,9,0,1,3,4,39,27.9,-4
53,47,2008-02-19,23-051,CLE,,HOU,L (-8),1,42:08,7,18,.389,4,7,.571,8,11,.727,2,11,13,11,2,0,5,2,26,23.6,-8
54,48,2008-02-20,23-052,CLE,@,IND,W (+9),1,43:14,11,22,.500,1,5,.200,8,12,.667,2,12,14,12,2,1,4,1,31,30.1,+14
55,49,2008-02-22,23-054,CLE,,WAS,W (+1),1,44:32,11,20,.550,2,6,.333,9,14,.643,3,12,15,8,1,1,3,1,33,31.0,+2
56,50,2008-02-24,23-056,CLE,,MEM,W (+20),1,39:02,10,17,.588,1,4,.250,4,5,.800,1,6,7,11,3,1,6,2,25,23.8,+19
57,51,2008-02-26,23-058,CLE,@,MIL,L (-3),1,37:50,16,24,.667,1,3,.333,2,5,.400,0,4,4,6,0,1,2,3,35,26.3,-2
58,52,2008-02-27,23-059,CLE,@,BOS,L (-5),1,39:00,7,24,.292,1,6,.167,11,15,.733,4,4,8,4,0,0,3,2,26,13.4,-13
59,53,2008-02-29,23-061,CLE,,MIN,W (+8),1,43:35,11,22,.500,1,4,.250,7,9,.778,2,6,8,13,2,0,3,2,30,28.7,+12
60,54,2008-03-02,23-063,CLE,,CHI,W (+9),1,39:51,15,29,.517,0,5,.000,7,8,.875,3,3,6,6,1,0,3,1,37,27.1,+21
61,55,2008-03-05,23-066,CLE,@,NYK,W (+14),1,43:50,16,30,.533,7,13,.538,11,16,.688,1,7,8,10,4,0,2,3,50,44.0,+11
62,56,2008-03-06,23-067,CLE,@,CHI,L (-11),1,37:55,13,27,.481,2,8,.250,11,12,.917,0,3,3,1,1,3,4,1,39,25.2,-21
63,57,2008-03-08,23-069,CLE,,IND,W (+8),1,38:13,11,24,.458,5,8,.625,11,12,.917,4,7,11,4,1,2,2,2,38,32.5,+15
64,58,2008-03-10,23-071,CLE,,POR,W (+8),1,43:41,7,18,.389,1,4,.250,9,13,.692,1,9,10,11,1,2,4,0,24,22.1,+10
65,59,2008-03-12,23-073,CLE,@,NJN,L (-5),1,45:41,12,23,.522,2,7,.286,16,23,.696,3,8,11,7,1,2,6,5,42,31.7,-4
66,60,2008-03-13,23-074,CLE,@,WAS,L (-2),1,43:23,9,22,.409,1,7,.143,6,8,.750,2,5,7,7,0,0,7,4,25,11.6,+3
67,61,2008-03-16,23-077,CLE,,CHA,W (+7),1,41:40,11,24,.458,1,3,.333,10,16,.625,2,5,7,10,1,2,1,2,33,28.7,+17
68,62,2008-03-17,23-078,CLE,@,ORL,L (-14),1,42:14,11,22,.500,1,4,.250,7,11,.636,2,7,9,6,0,1,3,1,30,22.4,-7
69,63,2008-03-19,23-080,CLE,,DET,W (+16),1,41:04,11,19,.579,2,5,.400,6,7,.857,3,4,7,6,1,1,0,0,30,29.9,+15
70,64,2008-03-21,23-082,CLE,,TOR,W (+7),1,41:24,14,22,.636,1,3,.333,0,0,,0,12,12,5,1,0,5,1,29,21.9,-3
71,65,2008-03-22,23-083,CLE,@,MIL,L (-10),1,38:35,9,25,.360,3,9,.333,8,10,.800,4,7,11,4,2,0,4,3,29,18.8,-12
72,66,2008-03-26,23-087,CLE,,NOH,L (-1),1,40:33,6,14,.429,1,2,.500,8,10,.800,0,3,3,8,2,2,2,2,21,19.9,-3
73,67,2008-03-29,23-090,CLE,@,DET,L (-14),1,35:18,4,17,.235,1,5,.200,4,6,.667,0,4,4,5,0,0,5,0,13,1.6,-19
74,68,2008-03-30,23-091,CLE,,PHI,W (+3),1,41:47,11,18,.611,1,2,.500,3,3,1.000,3,6,9,9,3,1,1,4,26,29.1,+7
75,69,2008-04-02,23-094,CLE,@,CHA,W (+4),1,31:13,11,19,.579,1,4,.250,6,6,1.000,2,2,4,5,3,2,4,6,29,23.6,+3
76,70,2008-04-03,23-095,CLE,,CHI,L (-3),1,38:30,10,24,.417,3,7,.429,10,14,.714,0,5,5,4,2,2,3,4,33,21.7,-1
77,71,2008-04-05,23-097,CLE,,ORL,L (-15),1,42:22,6,22,.273,1,5,.200,4,8,.500,5,2,7,9,2,2,5,1,17,10.8,-15
78,72,2008-04-09,23-101,CLE,,NJN,W (+21),1,35:22,11,21,.524,1,4,.250,10,13,.769,4,3,7,8,1,2,0,2,33,32.4,+10
79,73,2008-04-11,23-103,CLE,@,CHI,L (-5),1,38:11,13,21,.619,2,6,.333,6,12,.500,0,6,6,2,3,0,3,2,34,24.5,-10
80,74,2008-04-13,23-105,CLE,,MIA,W (+8),1,35:15,3,9,.333,0,1,.000,7,9,.778,0,11,11,7,1,2,5,1,13,12.3,-3
81,75,2008-04-14,23-106,CLE,@,PHI,W (+1),1,41:41,10,18,.556,1,2,.500,6,12,.500,1,3,4,5,2,1,5,3,27,17.6,-5
82,,2008-04-16,23-108,CLE,,DET,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
