Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
22,22,2010-12-06,25-341,MIA,@,MIL,W (+10),1,38:41,7,16,.438,1,3,.333,2,4,.500,0,6,6,6,1,1,1,5,17,12.5,+17
23,23,2010-12-08,25-343,MIA,@,UTA,W (+13),1,39:26,12,20,.600,3,5,.600,6,7,.857,1,6,7,9,0,0,2,4,33,28.6,0
24,24,2010-12-10,25-345,MIA,@,GSW,W (+22),1,30:43,10,18,.556,3,4,.750,2,3,.667,0,7,7,9,1,1,4,1,25,21.7,+22
25,25,2010-12-11,25-346,MIA,@,SAC,W (+21),1,35:11,10,19,.526,2,3,.667,3,5,.600,1,9,10,3,2,0,3,1,25,19.0,+15
26,26,2010-12-13,25-348,MIA,,NOH,W (+12),1,40:18,6,16,.375,0,3,.000,8,10,.800,1,3,4,7,0,0,5,2,20,11.1,+11
27,27,2010-12-15,25-350,MIA,,CLE,W (+6),1,38:31,5,15,.333,0,4,.000,11,18,.611,2,11,13,5,1,0,4,1,21,14.5,0
28,28,2010-12-17,25-352,MIA,@,NYK,W (+22),1,38:13,14,23,.609,3,6,.500,1,3,.333,1,10,11,10,1,0,5,1,32,27.0,+31
29,29,2010-12-18,25-353,MIA,@,WAS,W (+1),1,40:31,9,19,.474,3,7,.429,11,12,.917,1,6,7,6,1,0,4,3,32,24.4,+6
30,30,2010-12-20,25-355,MIA,,DAL,L (-2),1,36:05,6,17,.353,2,4,.500,5,7,.714,3,7,10,7,0,0,5,4,19,11.2,-20
31,31,2010-12-23,25-358,MIA,@,PHO,W (+12),1,37:23,13,22,.591,2,5,.400,8,8,1.000,1,5,6,4,3,0,5,5,36,26.8,+4
32,32,2010-12-25,25-360,MIA,@,LAL,W (+16),1,38:11,8,14,.571,5,6,.833,6,6,1.000,1,10,11,10,4,0,1,2,27,33.3,+15
33,33,2010-12-28,25-363,MIA,,NYK,W (+8),1,40:25,8,17,.471,1,2,.500,1,3,.333,0,10,10,8,0,0,3,3,18,12.9,+17
34,34,2010-12-29,25-364,MIA,@,HOU,W (+6),1,39:09,8,15,.533,0,4,.000,4,4,1.000,0,6,6,9,1,0,3,3,20,17.6,+16
35,35,2011-01-01,26-002,MIA,,GSW,W (+7),1,41:31,7,15,.467,0,3,.000,11,17,.647,2,5,7,10,1,1,3,1,25,23.1,+6
36,36,2011-01-03,26-004,MIA,@,CHA,W (+14),1,36:34,15,26,.577,2,4,.500,6,6,1.000,0,9,9,5,1,0,3,3,38,28.8,+20
37,37,2011-01-04,26-005,MIA,,MIL,W (+12),1,36:35,8,15,.533,0,0,,9,11,.818,1,5,6,9,0,2,2,2,25,24.0,+10
38,38,2011-01-07,26-008,MIA,@,MIL,W (+6),1,45:16,8,23,.348,1,4,.250,9,11,.818,1,9,10,5,6,1,5,2,26,20.1,+7
39,39,2011-01-09,26-010,MIA,@,POR,W (+7),1,46:11,17,26,.654,3,5,.600,7,10,.700,3,10,13,6,2,0,6,4,44,35.1,+5
40,40,2011-01-12,26-013,MIA,@,LAC,L (-6),1,39:44,11,24,.458,3,6,.500,2,5,.400,2,6,8,6,0,0,3,1,27,17.4,-3
41,,2011-01-13,26-014,MIA,@,DEN,L (-28),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
42,,2011-01-15,26-016,MIA,@,CHI,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
43,41,2011-01-18,26-019,MIA,,ATL,L (-4),1,44:17,11,30,.367,2,10,.200,10,11,.909,2,8,10,7,2,0,6,3,34,20.5,-5
44,42,2011-01-22,26-023,MIA,,TOR,W (+17),1,38:00,14,29,.483,1,3,.333,9,14,.643,1,10,11,6,2,1,1,2,38,30.1,+13
45,43,2011-01-27,26-028,MIA,@,NYK,L (-5),1,42:32,7,24,.292,0,2,.000,10,12,.833,2,9,11,5,2,2,4,3,24,15.0,+5
46,44,2011-01-28,26-029,MIA,,DET,W (+1),1,44:19,15,25,.600,2,4,.500,7,10,.700,0,8,8,9,1,2,3,1,39,34.0,+4
47,45,2011-01-30,26-031,MIA,@,OKC,W (+5),1,40:13,7,14,.500,2,5,.400,7,11,.636,0,4,4,13,4,3,4,3,23,25.6,+6
48,46,2011-01-31,26-032,MIA,,CLE,W (+27),1,31:22,7,14,.500,0,0,,10,11,.909,1,3,4,8,0,2,2,1,24,22.8,+20
49,47,2011-02-03,26-035,MIA,@,ORL,W (+4),1,42:39,17,25,.680,3,5,.600,14,17,.824,2,9,11,8,1,1,3,2,51,46.7,+2
50,48,2011-02-04,26-036,MIA,@,CHA,W (+12),1,36:39,7,13,.538,0,3,.000,5,6,.833,1,7,8,9,0,0,3,3,19,17.2,+10
51,49,2011-02-06,26-038,MIA,,LAC,W (+18),1,35:37,6,15,.400,0,2,.000,0,2,.000,1,5,6,4,4,0,6,2,12,5.3,+15
52,50,2011-02-08,26-040,MIA,,IND,W (+5),1,41:44,15,23,.652,2,5,.400,9,13,.692,3,10,13,8,3,1,4,1,41,39.3,+18
53,51,2011-02-11,26-043,MIA,@,DET,W (+14),1,34:43,7,17,.412,0,2,.000,2,3,.667,0,8,8,10,4,0,3,0,16,16.9,+15
54,52,2011-02-13,26-045,MIA,@,BOS,L (-3),1,43:28,10,21,.476,0,2,.000,2,3,.667,1,6,7,7,1,0,4,2,22,14.5,+1
55,53,2011-02-15,26-047,MIA,@,IND,W (+7),1,40:55,11,20,.550,1,3,.333,4,6,.667,1,5,6,5,2,2,5,1,27,20.3,+9
56,54,2011-02-16,26-048,MIA,@,TOR,W (+8),1,37:38,8,18,.444,0,2,.000,7,10,.700,3,10,13,8,0,0,5,1,23,17.7,+6
57,55,2011-02-22,26-054,MIA,,SAC,W (+20),1,30:24,14,26,.538,3,6,.500,0,3,.000,2,6,8,3,0,0,3,4,31,17.9,+18
58,56,2011-02-24,26-056,MIA,@,CHI,L (-4),1,41:26,12,21,.571,0,4,.000,5,6,.833,0,10,10,5,2,1,2,1,29,25.5,+3
59,57,2011-02-25,26-057,MIA,,WAS,W (+8),1,42:46,5,11,.455,0,1,.000,15,19,.789,1,8,9,7,1,3,1,2,25,27.0,-4
60,58,2011-02-27,26-059,MIA,,NYK,L (-5),1,39:08,10,20,.500,1,5,.200,6,8,.750,0,7,7,5,3,1,5,2,27,19.7,-3
61,59,2011-03-03,26-063,MIA,,ORL,L (-3),1,39:56,11,16,.688,0,2,.000,7,7,1.000,2,4,6,4,0,2,2,2,29,26.2,0
62,60,2011-03-04,26-064,MIA,@,SAS,L (-30),1,36:08,11,19,.579,1,3,.333,3,7,.429,3,5,8,7,1,0,4,2,26,20.2,-16
63,61,2011-03-06,26-066,MIA,,CHI,L (-1),1,41:50,10,18,.556,1,2,.500,5,6,.833,3,5,8,6,2,0,2,2,26,24.0,-4
64,62,2011-03-08,26-068,MIA,,POR,L (-9),1,45:32,14,20,.700,2,4,.500,1,4,.250,1,10,11,8,1,0,4,3,31,26.5,-2
65,63,2011-03-10,26-070,MIA,,LAL,W (+6),1,42:16,7,17,.412,0,3,.000,5,7,.714,1,7,8,9,1,0,1,1,19,17.8,+8
66,64,2011-03-12,26-072,MIA,,MEM,W (+33),1,31:55,10,16,.625,2,4,.500,5,6,.833,1,4,5,5,1,2,3,1,27,23.8,+17
67,65,2011-03-14,26-074,MIA,,SAS,W (+30),1,41:31,8,19,.421,0,1,.000,5,5,1.000,0,6,6,8,0,2,2,3,21,16.5,+22
68,66,2011-03-16,26-076,MIA,,OKC,L (-11),1,39:30,8,21,.381,0,3,.000,3,3,1.000,0,8,8,3,1,1,1,0,19,12.7,-6
69,67,2011-03-18,26-078,MIA,@,ATL,W (+21),1,30:54,16,21,.762,5,7,.714,6,7,.857,0,2,2,3,0,0,4,2,43,32.2,+23
70,68,2011-03-19,26-079,MIA,,DEN,W (+5),1,40:40,15,25,.600,1,4,.250,2,2,1.000,0,6,6,2,2,0,5,3,33,20.5,+16
71,69,2011-03-23,26-083,MIA,@,DET,W (+6),1,42:05,8,16,.500,0,3,.000,3,4,.750,3,5,8,7,0,0,3,3,19,14.9,+6
72,70,2011-03-25,26-085,MIA,,PHI,W (+12),1,41:01,11,17,.647,1,4,.250,9,9,1.000,2,8,10,2,3,1,4,3,32,28.2,+17
73,71,2011-03-27,26-087,MIA,,HOU,W (+6),1,40:27,13,21,.619,0,1,.000,7,9,.778,1,9,10,7,0,0,2,1,33,28.6,+5
74,72,2011-03-29,26-089,MIA,@,CLE,L (-12),1,43:17,10,21,.476,1,5,.200,6,10,.600,0,10,10,12,0,0,3,3,27,21.9,-9
75,73,2011-03-30,26-090,MIA,@,WAS,W (+16),1,43:49,12,16,.750,1,3,.333,10,13,.769,1,7,8,8,5,0,5,3,35,34.6,+20
76,74,2011-04-01,26-092,MIA,@,MIN,W (+19),1,42:53,11,20,.550,0,1,.000,5,7,.714,2,4,6,10,3,1,3,2,27,26.1,+15
77,75,2011-04-03,26-094,MIA,@,NJN,W (+14),1,38:55,13,18,.722,0,2,.000,5,8,.625,2,9,11,7,3,0,7,2,31,26.6,+13
78,76,2011-04-06,26-097,MIA,,MIL,L (-5),1,39:25,10,22,.455,3,7,.429,6,8,.750,1,1,2,8,2,2,4,2,29,22.0,-10
79,77,2011-04-08,26-099,MIA,,CHA,W (+9),1,37:23,9,16,.563,0,1,.000,5,6,.833,1,6,7,9,2,1,1,2,23,24.7,+12
80,78,2011-04-10,26-101,MIA,,BOS,W (+23),1,37:11,11,19,.579,0,2,.000,5,9,.556,0,5,5,7,4,1,4,1,27,23.2,+24
81,79,2011-04-11,26-102,MIA,@,ATL,W (+8),1,42:39,10,21,.476,2,4,.500,12,14,.857,1,9,10,7,3,0,7,1,34,26.4,+7
82,,2011-04-13,26-104,MIA,@,TOR,W (+18),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
