Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
13,13,2005-11-26,20-331,CLE,,MIN,L (-4),1,44:04,13,29,.448,6,11,.545,6,6,1.000,2,3,5,2,4,0,2,2,38,27.8,-3
14,14,2005-11-30,20-335,CLE,,LAC,W (+7),1,49:56,7,20,.350,0,3,.000,14,17,.824,0,7,7,9,1,1,6,1,28,19.3,+6
15,15,2005-12-02,20-337,CLE,@,SEA,L (-7),1,45:07,14,27,.519,0,5,.000,6,8,.750,0,3,3,8,1,3,1,1,34,28.1,-2
16,16,2005-12-03,20-338,CLE,@,LAC,L (-12),1,44:41,8,25,.320,3,5,.600,11,14,.786,0,5,5,6,1,1,1,3,30,19.7,-11
17,17,2005-12-06,20-341,CLE,@,SAC,W (+5),1,44:19,10,23,.435,1,5,.200,9,12,.750,2,4,6,6,2,3,5,2,30,21.8,+3
18,18,2005-12-09,20-344,CLE,,NJN,L (-9),1,44:49,11,26,.423,0,4,.000,10,15,.667,2,4,6,3,0,1,7,3,32,13.4,-4
19,19,2005-12-10,20-345,CLE,@,MIL,L (-5),1,42:48,19,29,.655,5,9,.556,9,10,.900,0,7,7,7,2,0,3,5,52,42.9,-3
20,20,2005-12-13,20-348,CLE,,ATL,L (-6),1,45:08,13,23,.565,3,6,.500,10,16,.625,0,10,10,6,2,0,6,5,39,26.9,-4
21,21,2005-12-15,20-350,CLE,,DEN,W (+9),1,45:06,11,18,.611,1,4,.250,3,6,.500,0,4,4,9,1,0,3,3,26,20.9,+16
22,22,2005-12-17,20-352,CLE,,MIA,W (+8),1,46:23,12,19,.632,2,4,.500,15,16,.938,0,5,5,10,1,0,4,3,41,36.4,+9
23,23,2005-12-20,20-355,CLE,,UTA,W (+25),1,28:55,8,12,.667,1,1,1.000,8,9,.889,2,4,6,4,3,2,5,1,25,23.8,+20
24,24,2005-12-22,20-357,CLE,@,CHI,W (+8),1,43:51,12,25,.480,4,6,.667,9,13,.692,0,5,5,6,4,0,2,2,37,29.6,+15
25,25,2005-12-23,20-358,CLE,,IND,W (+5),1,43:51,4,16,.250,0,1,.000,6,11,.545,1,7,8,9,1,0,3,1,14,9.1,+1
26,26,2005-12-26,20-361,CLE,,CHI,W (+11),1,44:58,12,25,.480,0,5,.000,8,12,.667,1,7,8,6,2,2,2,0,32,26.1,+14
27,27,2005-12-27,20-362,CLE,@,NJN,L (-5),1,40:18,12,21,.571,1,5,.200,6,9,.667,1,9,10,8,2,0,4,3,31,25.7,-2
28,28,2005-12-31,21-001,CLE,,DET,W (+13),1,44:33,11,22,.500,2,5,.400,6,7,.857,1,6,7,7,4,1,5,2,30,24.9,+5
29,29,2006-01-04,21-005,CLE,@,MIL,W (+7),1,45:42,12,29,.414,2,8,.250,6,7,.857,2,9,11,11,5,1,4,1,32,29.2,+8
30,30,2006-01-05,21-006,CLE,,HOU,L (-9),1,44:15,13,19,.684,3,7,.429,3,6,.500,1,8,9,5,1,0,3,4,32,25.7,-10
31,31,2006-01-07,21-008,CLE,,MIL,W (+8),1,45:12,14,22,.636,3,7,.429,4,9,.444,2,5,7,6,0,1,0,1,35,30.6,+4
32,32,2006-01-10,21-011,CLE,,NYK,L (-8),1,46:00,14,31,.452,0,7,.000,8,11,.727,0,7,7,7,0,1,1,0,36,25.4,-2
33,33,2006-01-12,21-013,CLE,@,LAL,L (-1),1,40:06,11,22,.500,2,3,.667,4,9,.444,0,2,2,9,0,0,5,2,28,16.1,+5
34,34,2006-01-14,21-015,CLE,@,PHO,L (-9),1,43:45,18,28,.643,5,8,.625,5,5,1.000,0,7,7,8,1,0,1,1,46,40.9,-5
35,35,2006-01-15,21-016,CLE,@,POR,L (-2),1,41:19,10,26,.385,1,5,.200,8,11,.727,2,11,13,7,1,3,2,3,29,23.1,+12
36,36,2006-01-18,21-019,CLE,@,DEN,L (-1),1,41:35,7,20,.350,2,6,.333,8,15,.533,2,9,11,9,0,0,2,5,24,16.4,-3
37,37,2006-01-20,21-021,CLE,@,GSW,L (-20),1,35:12,5,22,.227,0,3,.000,4,6,.667,1,8,9,6,0,0,6,3,14,-0.1,-9
38,38,2006-01-21,21-022,CLE,@,UTA,W (+18),1,42:47,19,35,.543,4,8,.500,9,11,.818,0,5,5,8,2,0,3,4,51,37.8,+20
39,39,2006-01-24,21-025,CLE,,IND,W (+30),1,35:22,7,21,.333,2,5,.400,7,10,.700,0,7,7,8,2,2,1,0,23,20.0,+33
40,40,2006-01-25,21-026,CLE,@,ATL,W (+9),1,45:54,11,22,.500,1,5,.200,15,20,.750,1,8,9,6,3,1,5,2,38,30.2,+10
41,41,2006-01-27,21-028,CLE,@,IND,W (+4),1,45:06,12,23,.522,1,2,.500,5,8,.625,1,6,7,9,3,1,6,1,30,23.6,+4
42,42,2006-01-29,21-030,CLE,,PHO,W (+7),1,42:45,17,33,.515,3,7,.429,7,12,.583,1,10,11,7,1,1,6,1,44,29.6,+5
43,43,2006-01-30,21-031,CLE,@,CHA,W (+12),1,31:34,11,19,.579,2,6,.333,6,11,.545,1,5,6,6,5,1,4,2,30,26.4,+30
44,44,2006-02-01,21-033,CLE,,NJN,W (+6),1,44:26,8,21,.381,0,2,.000,10,12,.833,0,11,11,10,1,1,4,2,26,20.9,+5
45,45,2006-02-02,21-034,CLE,@,MIA,L (-28),1,39:18,12,29,.414,2,5,.400,3,3,1.000,1,4,5,7,1,0,1,0,29,20.3,-15
46,46,2006-02-04,21-036,CLE,,PHI,L (-5),1,47:11,10,17,.588,2,7,.286,9,10,.900,2,2,4,6,2,1,4,0,31,27.6,-7
47,47,2006-02-06,21-038,CLE,,MIL,W (+3),1,45:21,9,20,.450,2,7,.286,2,4,.500,0,9,9,12,0,2,4,4,22,17.7,-3
48,48,2006-02-08,21-040,CLE,@,MIN,W (+6),1,45:38,11,34,.324,1,5,.200,12,17,.706,1,10,11,8,1,0,0,3,35,22.7,+10
49,49,2006-02-10,21-042,CLE,@,WAS,L (-12),1,45:23,6,23,.261,0,3,.000,6,8,.750,1,8,9,8,1,0,2,2,18,10.4,-13
50,50,2006-02-11,21-043,CLE,,GSW,L (-8),1,43:48,10,17,.588,5,6,.833,8,8,1.000,1,4,5,6,1,2,2,5,33,29.6,-15
51,51,2006-02-13,21-045,CLE,,SAS,W (+14),1,40:43,19,33,.576,1,3,.333,5,8,.625,2,1,3,5,4,0,2,0,44,34.5,+12
52,52,2006-02-15,21-047,CLE,@,BOS,W (+4),1,53:55,16,32,.500,0,5,.000,11,15,.733,1,11,12,11,2,4,2,5,43,37.9,+5
53,53,2006-02-21,21-053,CLE,,ORL,W (+13),1,42:51,10,24,.417,1,5,.200,5,7,.714,0,2,2,9,1,2,2,0,26,19.7,+21
54,54,2006-02-22,21-054,CLE,@,PHI,L (-9),1,43:07,13,24,.542,1,4,.250,6,10,.600,3,3,6,5,2,1,6,3,33,21.8,-7
55,55,2006-02-24,21-056,CLE,,WAS,L (-8),1,47:46,7,21,.333,3,8,.375,8,19,.421,0,7,7,9,1,0,4,2,25,13.3,-8
56,56,2006-02-26,21-058,CLE,@,DET,L (-12),1,37:46,9,20,.450,2,3,.667,2,3,.667,1,8,9,7,0,0,3,3,22,15.0,-17
57,57,2006-02-27,21-059,CLE,,DET,L (-12),1,46:34,9,22,.409,0,3,.000,8,10,.800,1,3,4,6,0,1,5,0,26,14.9,-10
58,58,2006-03-01,21-061,CLE,,SAC,L (-7),1,44:40,7,21,.333,1,4,.250,4,7,.571,1,6,7,12,1,2,5,1,19,13.8,-5
59,59,2006-03-02,21-062,CLE,@,CHI,W (+1),1,46:37,11,27,.407,0,3,.000,11,13,.846,2,9,11,8,0,1,5,4,33,21.5,+4
60,60,2006-03-05,21-065,CLE,,CHI,W (+19),1,46:27,15,28,.536,1,3,.333,6,6,1.000,0,9,9,7,2,0,3,3,37,28.8,+23
61,61,2006-03-07,21-067,CLE,,TOR,W (+7),1,43:44,5,17,.294,2,6,.333,5,6,.833,1,11,12,8,1,0,2,2,17,14.5,+14
62,62,2006-03-08,21-068,CLE,@,TOR,W (+1),1,44:17,13,24,.542,1,3,.333,8,12,.667,1,5,6,6,1,0,0,2,35,28.4,-4
63,63,2006-03-10,21-070,CLE,@,ORL,L (-29),1,38:58,9,22,.409,2,6,.333,5,6,.833,2,5,7,2,2,1,5,0,25,14.8,-18
64,64,2006-03-12,21-072,CLE,@,MIA,L (-6),1,45:17,11,27,.407,1,6,.167,24,28,.857,2,5,7,4,0,1,5,2,47,31.5,-7
65,65,2006-03-14,21-074,CLE,@,DAL,L (-4),1,44:58,14,27,.519,0,2,.000,8,8,1.000,1,11,12,5,0,2,4,1,36,27.2,-8
66,66,2006-03-17,21-077,CLE,,POR,W (+15),1,44:10,9,23,.391,1,6,.167,8,10,.800,2,7,9,5,6,0,1,2,27,24.9,+14
67,67,2006-03-19,21-079,CLE,,LAL,W (+1),1,46:52,10,24,.417,3,4,.750,6,10,.600,1,7,8,7,1,0,7,3,29,15.1,0
68,68,2006-03-22,21-082,CLE,,CHA,W (+2),1,50:11,10,21,.476,1,5,.200,16,23,.696,0,11,11,12,0,1,5,4,37,29.3,+5
69,69,2006-03-24,21-084,CLE,,BOS,W (+12),1,44:51,13,26,.500,4,8,.500,6,8,.750,3,4,7,8,2,3,0,2,36,34.4,+8
70,70,2006-03-26,21-086,CLE,@,HOU,W (+2),1,48:56,14,34,.412,0,4,.000,8,11,.727,3,3,6,5,2,0,2,2,36,22.3,+4
71,71,2006-03-29,21-089,CLE,,DAL,W (+13),1,43:26,16,23,.696,4,7,.571,10,13,.769,0,5,5,4,3,0,2,3,46,39.2,+16
72,72,2006-04-01,21-092,CLE,,MIA,W (+7),1,45:29,16,25,.640,2,6,.333,13,14,.929,4,8,12,9,2,0,4,3,47,43.8,+13
73,73,2006-04-02,21-093,CLE,@,CHA,W (+4),1,41:17,13,24,.542,2,5,.400,7,9,.778,1,11,12,8,1,2,3,5,35,29.6,+2
74,74,2006-04-04,21-095,CLE,,PHI,W (+33),1,34:40,13,22,.591,4,10,.400,7,9,.778,1,3,4,7,4,0,3,4,37,31.9,+15
75,75,2006-04-05,21-096,CLE,@,NYK,L (-2),1,44:48,12,24,.500,4,7,.571,8,14,.571,0,2,2,7,3,0,5,3,36,23.9,-2
76,76,2006-04-08,21-099,CLE,@,NJN,W (+6),1,44:09,12,26,.462,0,3,.000,13,16,.813,1,4,5,7,1,0,6,5,37,22.2,+5
77,77,2006-04-10,21-101,CLE,@,NOK,W (+2),1,42:07,12,24,.500,0,3,.000,8,12,.667,1,3,4,6,0,0,2,1,32,21.8,+3
78,78,2006-04-12,21-103,CLE,@,DET,L (-23),1,31:21,8,18,.444,0,3,.000,6,8,.750,0,3,3,1,0,0,2,0,22,11.4,-11
79,,2006-04-13,21-104,CLE,,NYK,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
80,79,2006-04-16,21-107,CLE,@,WAS,L (-12),1,29:32,8,16,.500,0,0,,1,2,.500,0,5,5,4,1,1,3,2,17,10.8,-17
81,,2006-04-17,21-108,CLE,@,BOS,W (+5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
82,,2006-04-19,21-110,CLE,,ATL,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
